movieId,title,genres,rating_count,rating_mean,imdbId,tmdbId,imdb_rating
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,215,3.92093023255814,114709,862.0,8.3
2,Jumanji (1995),Adventure|Children|Fantasy,110,3.4318181818181817,113497,8844.0,7.1
3,Grumpier Old Men (1995),Comedy|Romance,52,3.2596153846153846,113228,15602.0,6.7
6,Heat (1995),Action|Crime|Thriller,102,3.946078431372549,113277,949.0,8.3
7,Sabrina (1995),Comedy|Romance,54,3.185185185185185,114319,11860.0,6.3
10,GoldenEye (1995),Action|Adventure|Thriller,132,3.496212121212121,113189,710.0,7.2
11,"American President, The (1995)",Comedy|Drama|Romance,70,3.6714285714285713,112346,9087.0,6.8
16,Casino (1995),Crime|Drama,82,3.926829268292683,112641,524.0,8.2
17,Sense and Sensibility (1995),Drama|Romance,67,3.776119402985074,114388,4584.0,7.7
19,Ace Ventura: When Nature Calls (1995),Comedy,88,2.727272727272727,112281,9273.0,6.4
21,Get Shorty (1995),Comedy|Crime|Thriller,89,3.49438202247191,113161,8012.0,6.9
25,Leaving Las Vegas (1995),Drama|Romance,76,3.625,113627,451.0,7.5
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,177,3.983050847457627,114746,63.0,8.0
34,Babe (1995),Children|Drama,128,3.65234375,112431,9598.0,6.9
36,Dead Man Walking (1995),Crime|Drama,67,3.835820895522388,112818,687.0,7.5
39,Clueless (1995),Comedy|Romance,104,3.293269230769231,112697,9603.0,6.9
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,203,3.975369458128079,114369,807.0,8.6
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,68,3.147058823529412,114148,10530.0,6.7
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,204,4.237745098039215,114814,629.0,8.5
62,Mr. Holland's Opus (1995),Drama,80,3.70625,113862,2054.0,7.3
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,55,3.5090909090909093,116367,755.0,7.2
95,Broken Arrow (1996),Action|Adventure|Thriller,84,3.023809523809524,115759,9208.0,6.1
104,Happy Gilmore (1996),Comedy,99,3.4393939393939394,116483,9614.0,7.0
110,Braveheart (1995),Action|Drama|War,237,4.031645569620253,112573,197.0,8.3
111,Taxi Driver (1976),Crime|Drama|Thriller,104,4.105769230769231,75314,103.0,8.2
141,"Birdcage, The (1996)",Comedy,86,3.494186046511628,115685,11000.0,7.2
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,51,3.2450980392156863,112442,9737.0,6.8
150,Apollo 13 (1995),Adventure|Drama|IMAX,201,3.845771144278607,112384,568.0,7.7
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,137,2.916058394160584,112462,414.0,5.4
158,Casper (1995),Adventure|Children,62,2.806451612903226,112642,8839.0,6.2
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,57,2.8771929824561404,112715,10329.0,5.3
161,Crimson Tide (1995),Drama|Thriller|War,103,3.6359223300970873,112740,8963.0,7.3
163,Desperado (1995),Action|Romance|Western,66,3.560606060606061,112851,8068.0,7.1
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,144,3.555555555555556,112864,1572.0,7.6
168,First Knight (1995),Action|Drama|Romance,54,3.083333333333333,113071,6520.0,6.0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,53,2.679245283018868,113481,9886.0,5.6
173,Judge Dredd (1995),Action|Crime|Sci-Fi,62,2.669354838709677,113492,9482.0,5.6
185,"Net, The (1995)",Action|Crime|Thriller,112,3.040178571428572,113957,1642.0,6.0
208,Waterworld (1995),Action|Adventure|Sci-Fi,115,2.9130434782608696,114898,9804.0,6.3
223,Clerks (1994),Comedy,104,3.855769230769231,109445,2292.0,7.7
225,Disclosure (1994),Drama|Thriller,52,3.5384615384615383,109635,8984.0,6.2
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,133,3.0601503759398496,109686,8467.0,7.3
235,Ed Wood (1994),Comedy|Drama,70,3.678571428571429,109707,522.0,7.8
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,109,3.458715596330275,110148,628.0,7.5
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,251,4.231075697211155,76759,11.0,8.6
266,Legends of the Fall (1994),Drama|Romance|War|Western,68,3.397058823529412,110322,4476.0,7.5
288,Natural Born Killers (1994),Action|Crime|Thriller,92,3.233695652173913,110632,241.0,7.2
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,101,3.4257425742574257,114069,6950.0,6.6
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,133,4.018796992481203,110413,101.0,8.5
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,307,4.197068403908795,110912,680.0,8.9
300,Quiz Show (1994),Drama,81,3.5185185185185186,110932,11450.0,7.5
316,Stargate (1994),Action|Adventure|Sci-Fi,140,3.375,111282,2164.0,7.0
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,81,3.203703703703704,111070,11395.0,6.6
318,"Shawshank Redemption, The (1994)",Crime|Drama,317,4.429022082018927,111161,278.0,9.3
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,108,3.3935185185185186,111280,193.0,6.6
337,What's Eating Gilbert Grape (1993),Drama,77,3.7662337662337664,108550,1587.0,7.7
339,While You Were Sleeping (1995),Comedy|Romance,98,3.4693877551020407,114924,2064.0,6.8
344,Ace Ventura: Pet Detective (1994),Comedy,161,3.040372670807453,109040,3049.0,6.9
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,110,3.6045454545454554,109444,9331.0,6.9
350,"Client, The (1994)",Drama|Mystery|Thriller,57,3.3859649122807016,109446,10731.0,6.7
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,64,3.609375,109506,9495.0,7.5
356,Forrest Gump (1994),Comedy|Drama|Romance|War,329,4.164133738601824,109830,13.0,8.8
357,Four Weddings and a Funeral (1994),Comedy|Romance,103,3.5194174757281558,109831,712.0,7.1
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,172,3.941860465116279,110357,8587.0,8.5
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,157,3.1847133757961785,110475,854.0,6.9
368,Maverick (1994),Adventure|Comedy|Western,74,3.5,110478,9359.0,7.0
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,58,3.060344827586207,110622,36593.0,6.5
377,Speed (1994),Action|Romance|Thriller,171,3.5292397660818717,111257,1637.0,7.3
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,178,3.497191011235955,111503,36955.0,7.3
410,Addams Family Values (1993),Children|Comedy|Fantasy,84,3.1011904761904763,106220,2758.0,6.8
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,59,2.7203389830508478,109254,306.0,5.5
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,55,2.645454545454545,109439,11310.0,5.6
434,Cliffhanger (1993),Action|Adventure|Thriller,101,3.0346534653465347,106582,9350.0,6.5
435,Coneheads (1993),Comedy|Sci-Fi,63,2.4206349206349205,106598,9612.0,5.4
440,Dave (1993),Comedy|Romance,76,3.546052631578948,106673,11566.0,6.9
442,Demolition Man (1993),Action|Adventure|Sci-Fi,81,3.092592592592593,106697,9739.0,6.7
454,"Firm, The (1993)",Drama|Thriller,101,3.5346534653465347,106918,37233.0,6.9
457,"Fugitive, The (1993)",Thriller,190,3.992105263157895,106977,5503.0,7.8
466,Hot Shots! Part Deux (1993),Action|Comedy|War,60,2.8666666666666667,107144,9255.0,6.6
474,In the Line of Fire (1993),Action|Thriller,70,3.692857142857143,107206,9386.0,7.2
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,238,3.75,107290,329.0,8.2
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,53,2.9339622641509435,107362,9593.0,6.5
500,Mrs. Doubtfire (1993),Comedy|Drama,144,3.388888888888889,107614,788.0,7.1
508,Philadelphia (1993),Drama,66,3.613636363636364,107818,9800.0,7.7
509,"Piano, The (1993)",Drama|Romance,61,3.540983606557377,107822,713.0,7.5
520,Robin Hood: Men in Tights (1993),Comedy,69,3.130434782608696,107977,8005.0,6.7
527,Schindler's List (1993),Drama|War,220,4.225,108052,424.0,9.0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,106,3.4716981132075477,108160,858.0,6.8
541,Blade Runner (1982),Action|Sci-Fi|Thriller,124,4.100806451612903,83658,78.0,8.1
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,93,3.553763440860215,107688,9479.0,7.9
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,61,3.262295081967213,108333,10057.0,6.4
553,Tombstone (1993),Action|Drama|Western,65,3.815384615384616,108358,11969.0,7.8
555,True Romance (1993),Crime|Thriller,65,3.8,108399,319.0,7.9
586,Home Alone (1990),Children|Comedy,116,2.9956896551724137,99785,771.0,7.7
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,115,3.4347826086956523,99653,251.0,7.1
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,183,3.792349726775957,103639,812.0,8.0
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,224,3.970982142857143,103064,280.0,8.6
590,Dances with Wolves (1990),Adventure|Drama|Western,164,3.8353658536585367,99348,581.0,8.0
592,Batman (1989),Action|Crime|Thriller,189,3.4285714285714284,96895,268.0,7.5
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,279,4.161290322580645,102926,274.0,8.6
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,77,3.616883116883117,29583,408.0,7.6
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,146,3.7705479452054793,101414,10020.0,8.0
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,60,3.45,32910,10895.0,7.5
597,Pretty Woman (1990),Comedy|Romance,135,3.4851851851851854,100405,114.0,7.1
608,Fargo (1996),Comedy|Crime|Drama|Thriller,181,4.116022099447513,116282,275.0,8.1
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,162,3.537037037037037,117060,954.0,7.2
653,Dragonheart (1996),Action|Adventure|Fantasy,65,3.0923076923076924,116136,8840.0,6.4
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,53,2.707547169811321,117705,2300.0,6.5
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,58,3.3879310344827585,117979,8866.0,6.3
733,"Rock, The (1996)",Action|Adventure|Thriller,121,3.6404958677685952,117500,9802.0,7.4
736,Twister (1996),Action|Adventure|Romance|Thriller,123,3.321138211382114,117998,664.0,6.5
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,97,4.268041237113402,57012,935.0,8.3
778,Trainspotting (1996),Comedy|Crime|Drama,102,4.03921568627451,117951,627.0,8.1
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,202,3.445544554455445,116629,602.0,7.0
784,"Cable Guy, The (1996)",Comedy|Thriller,54,2.805555555555556,115798,9894.0,6.1
786,Eraser (1996),Action|Drama|Thriller,64,3.109375,116213,9268.0,6.2
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,82,2.731707317073171,117218,9327.0,5.7
858,"Godfather, The (1972)",Crime|Drama,192,4.2890625,68646,238.0,9.2
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,60,4.025,52357,426.0,8.3
904,Rear Window (1954),Mystery|Thriller,84,4.261904761904762,47396,567.0,8.5
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,57,4.184210526315789,53125,213.0,8.3
912,Casablanca (1942),Drama|Romance,100,4.24,34583,289.0,8.5
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,92,3.880434782608696,32138,630.0,8.1
923,Citizen Kane (1941),Drama|Mystery,69,4.043478260869565,33467,15.0,8.3
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,109,3.8944954128440368,62622,62.0,8.3
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,58,4.0344827586206895,38650,1585.0,8.6
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,71,3.887323943661972,58331,433.0,7.8
1035,"Sound of Music, The (1965)",Musical|Romance,64,3.9375,59742,15121.0,8.1
1036,Die Hard (1988),Action|Crime|Thriller,145,3.8620689655172415,95016,562.0,8.2
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,119,3.8739495798319328,67992,252.0,7.8
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,71,3.9225352112676055,95159,623.0,7.5
1080,Monty Python's Life of Brian (1979),Comedy,89,3.926966292134832,79470,583.0,8.0
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,131,4.202290076335878,105236,500.0,8.3
1090,Platoon (1986),Drama|War,63,3.984126984126984,91763,792.0,8.1
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,122,3.766393442622951,83866,601.0,7.9
1101,Top Gun (1986),Action|Romance,83,3.3012048192771086,92099,744.0,6.9
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,62,3.475806451612903,96754,2756.0,7.5
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,136,4.161764705882353,71853,762.0,8.2
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,56,4.035714285714286,108598,531.0,8.3
1193,One Flew Over the Cuckoo's Nest (1975),Drama,133,4.203007518796992,73486,510.0,8.7
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,211,4.2156398104265405,80684,1891.0,8.7
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,142,4.232394366197183,93779,2493.0,8.0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,200,4.2075,82971,85.0,8.4
1199,Brazil (1985),Fantasy|Sci-Fi,59,4.177966101694915,88846,68.0,7.8
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,126,3.9642857142857135,90605,679.0,8.4
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,72,4.145833333333333,60196,429.0,8.8
1203,12 Angry Men (1957),Drama,57,4.149122807017544,50083,389.0,9.0
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,120,3.995833333333333,66921,185.0,8.2
1207,To Kill a Mockingbird (1962),Drama,58,4.120689655172414,56592,595.0,8.3
1208,Apocalypse Now (1979),Action|Drama|War,107,4.219626168224299,78788,28.0,8.4
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,196,4.137755102040816,86190,1892.0,8.3
1213,Goodfellas (1990),Crime|Drama,126,4.25,99685,769.0,8.7
1214,Alien (1979),Horror|Sci-Fi,146,3.969178082191781,78748,348.0,8.5
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,51,4.03921568627451,106308,766.0,7.4
1219,Psycho (1960),Crime|Horror,83,4.036144578313253,54215,539.0,8.5
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,84,3.809523809523809,80455,525.0,7.9
1221,"Godfather: Part II, The (1974)",Crime|Drama,129,4.25968992248062,71562,240.0,9.0
1222,Full Metal Jacket (1987),Drama|War,102,4.098039215686274,93058,600.0,8.2
1225,Amadeus (1984),Drama,76,4.184210526315789,86879,279.0,8.4
1230,Annie Hall (1977),Comedy|Romance,58,3.8706896551724137,75686,703.0,8.0
1234,"Sting, The (1973)",Comedy|Crime,64,3.9765625,70735,9277.0,8.3
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,131,3.896946564885496,88247,218.0,8.1
1246,Dead Poets Society (1989),Drama,86,3.9593023255813953,97165,207.0,8.1
1247,"Graduate, The (1967)",Comedy|Drama|Romance,79,4.063291139240507,61722,37247.0,8.0
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,59,4.211864406779661,71315,829.0,8.1
1258,"Shining, The (1980)",Horror,109,4.08256880733945,81505,694.0,8.4
1259,Stand by Me (1986),Adventure|Drama,91,4.0054945054945055,92005,235.0,8.1
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,143,3.944055944055944,107048,137.0,8.0
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,171,4.038011695906433,88763,105.0,8.5
1276,Cool Hand Luke (1967),Drama,57,4.271929824561403,61512,903.0,8.1
1278,Young Frankenstein (1974),Comedy|Fantasy,69,3.9927536231884058,72431,3034.0,8.0
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,53,3.783018867924529,32455,756.0,7.7
1288,This Is Spinal Tap (1984),Comedy,66,4.015151515151516,88258,11031.0,7.9
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,140,4.046428571428572,97576,89.0,8.2
1302,Field of Dreams (1989),Children|Drama|Fantasy,56,3.517857142857143,97351,2323.0,7.5
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,62,3.943548387096774,64115,642.0,8.0
1307,When Harry Met Sally... (1989),Comedy|Romance,85,3.8588235294117648,98635,639.0,7.7
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,91,3.879120879120879,117731,199.0,7.6
1370,Die Hard 2 (1990),Action|Adventure|Thriller,68,3.4044117647058822,99423,1573.0,7.1
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,62,3.766129032258065,84726,154.0,7.7
1377,Batman Returns (1992),Action|Crime,60,3.025,103776,364.0,7.1
1380,Grease (1978),Comedy|Musical|Romance,68,3.139705882352941,77631,621.0,7.2
1387,Jaws (1975),Action|Horror,91,4.0054945054945055,73195,578.0,8.1
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,86,3.0930232558139537,116996,75.0,6.4
1393,Jerry Maguire (1996),Drama|Romance,85,3.594117647058824,116695,9390.0,7.3
1394,Raising Arizona (1987),Comedy,58,3.9913793103448274,93822,378.0,7.3
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,70,3.2,117571,4232.0,7.4
1466,Donnie Brasco (1997),Crime|Drama,52,3.740384615384616,119008,9366.0,7.7
1485,Liar Liar (1997),Comedy,74,3.033783783783784,119528,1624.0,6.9
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,59,3.610169491525424,119229,9434.0,7.3
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,100,3.535,118655,816.0,7.0
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,116,3.7456896551724137,119116,18.0,7.6
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,67,2.753731343283582,119567,330.0,6.6
1552,Con Air (1997),Action|Adventure|Thriller,59,3.0338983050847457,118880,1701.0,6.9
1573,Face/Off (1997),Action|Crime|Drama|Thriller,77,3.3701298701298703,119094,754.0,7.3
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,165,3.487878787878788,119654,607.0,7.3
1584,Contact (1997),Drama|Sci-Fi,82,3.652439024390244,118884,686.0,7.5
1608,Air Force One (1997),Action|Thriller,58,3.3448275862068964,118571,9772.0,6.5
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,90,3.8722222222222222,99810,1669.0,7.5
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,97,4.061855670103093,119488,2118.0,8.2
1625,"Game, The (1997)",Drama|Mystery|Thriller,77,3.701298701298701,119174,2649.0,7.7
1639,Chasing Amy (1997),Comedy|Drama|Romance,52,3.576923076923077,118842,2255.0,7.2
1641,"Full Monty, The (1997)",Comedy|Drama,56,3.758928571428572,119164,9427.0,7.2
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,51,3.411764705882353,118971,1813.0,7.5
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,86,3.953488372093023,119177,782.0,7.7
1676,Starship Troopers (1997),Action|Sci-Fi,80,3.33125,120201,563.0,7.3
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,125,3.812,120382,37165.0,8.2
1704,Good Will Hunting (1997),Drama|Romance,141,4.078014184397163,119217,489.0,8.3
1721,Titanic (1997),Drama|Romance,140,3.414285714285714,120338,597.0,7.9
1732,"Big Lebowski, The (1998)",Comedy|Crime,106,3.924528301886793,118715,115.0,8.1
1777,"Wedding Singer, The (1998)",Comedy|Romance,56,3.419642857142857,120888,11003.0,6.9
1784,As Good as It Gets (1997),Comedy|Drama|Romance,96,3.6979166666666665,119822,2898.0,7.7
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,92,3.0543478260869565,120591,95.0,6.7
1923,There's Something About Mary (1998),Comedy|Romance,105,3.676190476190476,129387,544.0,7.1
1954,Rocky (1976),Drama,64,3.828125,75148,1366.0,8.1
1961,Rain Man (1988),Drama,96,3.8072916666666665,95953,380.0,8.0
1968,"Breakfast Club, The (1985)",Comedy|Drama,113,3.7787610619469034,88847,2108.0,7.8
1997,"Exorcist, The (1973)",Horror|Mystery,53,3.80188679245283,70047,9552.0,8.1
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,75,3.673333333333333,93409,941.0,7.6
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,57,3.5701754385964914,89218,9340.0,7.7
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,60,3.1,120746,9342.0,6.8
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,87,3.505747126436781,96874,165.0,7.8
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,88,3.3693181818181817,99088,196.0,7.4
2028,Saving Private Ryan (1998),Action|Drama|War,188,4.1462765957446805,120815,857.0,8.6
